CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Geography_France,Geography_Germany,Geography_Spain,Exited
-0.33004328869465277,0.4858170856956191,2,-1.224405030543442,1,1,1,0.02158065796383531,1,0,0,1
-0.4445977301067813,0.37195045971816787,1,0.11833446811602702,1,0,1,0.2161703249966983,0,0,1,0
-1.548485983714565,0.4858170856956191,8,1.3336230893437588,3,1,0,0.24031632690955798,1,0,0,1
0.5030799215753726,0.14421720776326535,1,-1.224405030543442,2,0,0,-0.10918505157259627,1,0,0,0
-0.05927824535689449,0.7135503376505217,8,0.5981493099064495,2,1,0,0.863095395850632,0,0,1,1
-1.2777209403768066,-0.7667158000563448,6,0.41007029751866847,2,0,0,-0.3463966301742744,1,0,0,0
-1.6005561843564415,-1.5637821818985036,3,-1.224405030543442,2,1,0,-0.41230073985962934,0,0,1,0
-1.8192510270523232,-0.42511592212399096,10,-1.224405030543442,2,1,0,-1.2837365704054187,1,0,0,0
-1.059026097680925,-1.4499155559210524,5,-1.224405030543442,2,0,0,1.5775906451329131,1,0,0,0
-0.16341864664064767,-0.3112492961465397,7,-1.224405030543442,2,1,1,-0.5937596852279309,0,0,1,0
-0.3612854090797787,0.8274169636279729,3,1.0687630831254382,2,0,1,-0.6219978468037736,0,1,0,0
0.024034075670108047,2.307683101334839,1,0.9001107918627349,1,1,0,-1.6516365003850735,0,1,0,1
-1.059026097680925,-1.5637821818985036,9,-1.224405030543442,2,1,1,-1.489814706242342,0,0,1,0
-0.663292572802663,0.8558836201223357,6,-1.224405030543442,1,0,0,1.0183001991092602,0,0,1,0
0.7842590050415063,-1.5637821818985036,6,-1.224405030543442,2,1,1,-0.788939012650634,1,0,0,0
0.8467432458117582,0.37195045971816787,8,-1.224405030543442,2,1,1,1.230406882310355,1,0,0,0
-0.15300460651227235,-0.6141345212465597,8,-1.224405030543442,2,1,0,0.6683744807062332,0,0,1,0
-1.4651736626875624,0.030350581785814085,4,-1.224405030543442,1,1,0,0.32692200131311006,0,0,1,1
0.19065871772411314,0.9412835896054241,3,-1.224405030543442,2,0,1,-1.5927038384042478,1,0,0,0
2.0339438204465443,0.030350581785814085,5,-1.224405030543442,1,1,1,1.5212386165504301,1,0,0,0
-0.7674329740864161,-1.4499155559210524,3,-1.224405030543442,2,0,1,0.42418050257085144,1,0,0,0
1.0966802088927659,-0.14728135473901013,2,0.9676061228540367,1,1,1,1.2157310835393962,0,1,0,0
-0.829917214856668,0.7135503376505217,9,-1.224405030543442,2,0,0,-1.0721338451849096,1,0,0,0
-0.7986750944715421,0.5996837116730703,3,1.0402448814576721,1,1,1,0.0013901786071149162,0,1,0,0
-2.496163635396719,-0.9944490520112472,0,-0.2679583665051395,2,1,1,-0.8105092486447841,1,0,0,0
-0.6216364122891617,0.14421720776326535,3,-1.224405030543442,3,1,0,0.7016457900612757,0,0,1,1
-1.22565073973493,-0.19738267016908842,7,0.14242845366420892,1,0,1,0.984351267053865,1,0,0,0
-1.0173699371674236,0.37195045971816787,9,0.539778624256009,2,0,0,-0.3165365548492542,0,1,0,0
-1.3610332614038092,0.4858170856956191,6,-1.224405030543442,2,1,1,-1.142065620428109,0,0,1,0
0.742602844528005,-0.9944490520112472,9,-1.224405030543442,2,1,1,0.7288287515880826,0,0,1,0
-1.8296650671806984,0.8274169636279729,0,0.9267253020720777,1,1,0,-1.2565828137564103,1,0,0,1
-1.6734544652550687,-0.7667158000563448,3,1.1029023175425152,1,0,1,0.24266662421811927,0,0,1,0
1.596554135054781,-0.5389825481014422,7,0.002029205900302501,1,0,1,-0.028753079729417513,0,0,1,0
2.0755999809600456,-0.19738267016908842,7,-1.224405030543442,1,1,1,-1.030768091038555,1,0,0,0
-0.7153627734445395,0.37195045971816787,6,-0.0972908731582715,2,0,1,1.3553597781334972,0,1,0,0
-1.8609071875658245,0.2580838337407166,4,-1.224405030543442,1,1,0,-0.520702814221713,0,0,1,0
-1.9338054684644517,1.5106167194926805,8,0.738603672117562,1,0,0,1.4113985496338772,1,0,0,1
-0.9861278167822978,2.649282979267193,2,0.656845715531219,1,1,1,-0.10349705394418454,1,0,0,0
1.9089753389060407,1.2828834675377778,2,0.8807515218489174,1,0,0,1.6385726898778386,1,0,0,1
0.09693235656873526,2.649282979267193,5,1.2738673327744436,1,1,1,1.0122780837717469,0,0,1,0
1.304961011460272,-0.6528491740788934,4,0.5287011010169222,2,1,1,0.4591076241939448,0,1,0,0
1.856905138264164,-1.2221823039661497,9,0.5707505403393404,1,1,1,0.3407366038661244,0,1,0,1
-0.14259056638389703,0.14421720776326535,9,0.984078933911874,1,1,1,0.30448413707435734,0,1,0,1
-1.0486120575525497,0.030350581785814085,2,0.43209460740114525,1,0,1,-0.16044135049488262,0,1,0,0
1.304961011460272,-0.08351604419163718,2,0.43814822447445423,2,1,0,1.6339374585586461,0,1,0,0
0.49266588144699736,0.7135503376505217,10,0.6399271824032469,2,1,0,1.7027782230097945,0,1,0,0
-0.6841206530594136,-0.19738267016908842,5,1.1155712704446652,2,0,0,-0.23786139547651308,0,1,0,0
1.429929493000776,-0.5389825481014422,5,-1.224405030543442,2,0,0,0.2932783297661345,1,0,0,0
0.04486215592685868,0.37195045971816787,8,0.7873038550968224,1,0,0,1.1114103908496793,0,1,0,1
-0.5174960110054084,0.4858170856956191,1,0.35365809734102416,1,1,0,-1.04464284173275,0,1,0,1
-0.33004328869465277,0.5996837116730703,1,0.7816954794443985,1,1,1,0.23125794731233057,1,0,0,0
